clave,sitio,clvrha,rha,estado,municipio,cuenca,cuerpoagua,tipo,subtipo,periodo,dbo,c_dbo,dqo,c_dqo,sst,c_sst,coli_fec,c_coli_fec,e_coli,c_e_coli,od,c_od,tox_d_48,c_tox_d_48,tox_v_15,c_tox_v_15,semaforo,contaminantes,cumple_dbo,cumple_dqo,cumple_sst,cumple_coli_fec,cumple_e_coli,cumple_enteroc,cumple_od,cumple_tox,grupo
"DLCHI289","KM 0+000, PUENTE INTERNACIONAL CIUDAD JUAREZ","VI","RÍO BRAVO","CHIHUAHUA","JUÁREZ","RÍO BRAVO 1","RIO BRAVO","LÓTICO","RÍO","2012-2023","5.37","Buena calidad","45.54","Contaminada","105","Aceptable","6382","Contaminada","180.5","Contaminada","70.5","Excelente","1.59","Toxicidad moderada","8.5500000000000007","Toxicidad alta","Rojo","DQO,CF,TOX_L,","","","","","","","","","LOTICO"
"DLCHI290","RIO BRAVO 19","VI","RÍO BRAVO","CHIHUAHUA","JUÁREZ","RÍO BRAVO 1","RIO BRAVO","LÓTICO","RÍO","2012-2023","3.8249999999999997","Buena calidad","24.450600000000001","Aceptable","176.67","Contaminada","6488","Contaminada","97","Contaminada","105","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","SST,CF,","","","","","","","","","LOTICO"
"DLCHI294","PLANTA NORTE","VI","RÍO BRAVO","CHIHUAHUA","JUÁREZ","RÍO BRAVO 1","CANAL","LÓTICO","CANAL","2012-2023","3.7","Buena calidad","41.89","Contaminada","<25","Excelente","210","Aceptable","4","Aceptable","81.3","Excelente","9.82","Toxicidad alta","8","Toxicidad alta","Rojo","DQO,TOX_L,","","","","","","","","","LOTICO"
"DLCHI295","PLANTA SUR","VI","RÍO BRAVO","CHIHUAHUA","JUÁREZ","RÍO BRAVO 1","CANAL","LÓTICO","CANAL","2012-2023","4.4000000000000004","Buena calidad","58.32","Contaminada","<25","Excelente","210","Aceptable","4","Aceptable","70.5","Excelente","85.99","Toxicidad alta","50.25","Toxicidad alta","Rojo","DQO,TOX_L,","","","","","","","","","LOTICO"
"DLCHI298","LOMA BLANCA","VI","RÍO BRAVO","CHIHUAHUA","JUÁREZ","RÍO BRAVO 1","CANAL","LÓTICO","CANAL","2012-2023","13.98","Aceptable","66.099999999999994","Contaminada","49.164999999999999","Buena calidad","24000","Fuertemente contaminada","1215","Fuertemente contaminada","16.95","Contaminada","<1","No Toxico","5.9","Toxicidad alta","Rojo","DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLCHI299","GUADALUPE","VI","RÍO BRAVO","CHIHUAHUA","GUADALUPE","RÍO BRAVO 1","CANAL","LÓTICO","CANAL","2012-2023","10.5","Aceptable","65.314999999999998","Contaminada","54.69","Buena calidad","24000","Fuertemente contaminada","11000","Fuertemente contaminada","24.95","Contaminada","<1","No Toxico","2.8220000000000001","Toxicidad moderada","Rojo","DQO,CF,E_COLI,OD%L,","","","","","","","","","LOTICO"
"DLCHI308","RIO PARRAL","VI","RÍO BRAVO","CHIHUAHUA","HIDALGO DEL PARRAL","RÍO PARRAL","RIO PARRAL","LÓTICO","RÍO","2012-2023","21.4","Aceptable","115.29","Contaminada","45","Buena calidad","24196","Fuertemente contaminada","24196","Fuertemente contaminada","19.899999999999999","Contaminada","3.06","Toxicidad moderada","31.55","Toxicidad alta","Rojo","DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLCHI310","RIO CASAS GRANDES 6","VI","RÍO BRAVO","CHIHUAHUA","CASAS GRANDES","RÍO CASAS GRANDES 2","RIO CASAS GRANDES","LÓTICO","RÍO","2012-2023","<3","Excelente","15.9992","Buena calidad","<25","Excelente","1871","Contaminada","36","Contaminada","86.664999999999992","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"DLCHI328","RIO SAN ANTONIO 3","VI","RÍO BRAVO","CHIHUAHUA","CUAUHTÉMOC","LAGUNA DE BUSTILLOS","RIO SAN ANTONIO","LÓTICO","RÍO","2012-2023","9.1999999999999993","Aceptable","62.6","Contaminada","<25","Excelente","24196","Fuertemente contaminada","9450","Fuertemente contaminada","110.4","Buena calidad","1.1100000000000001","Toxicidad baja","<1","No Toxico","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLCHI329","RIO SAN ANTONIO 1","VI","RÍO BRAVO","CHIHUAHUA","CUAUHTÉMOC","LAGUNA DE BUSTILLOS","RIO SAN ANTONIO","LÓTICO","RÍO","2012-2023","5.875","Buena calidad","57.97","Contaminada","52.314999999999998","Buena calidad","24196","Fuertemente contaminada","24196","Fuertemente contaminada","70.23","Excelente","1.98","Toxicidad moderada","5.41","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"DLCHI331","RIO SAN ANTONIO 2","VI","RÍO BRAVO","CHIHUAHUA","CUAUHTÉMOC","LAGUNA DE BUSTILLOS","RIO SAN ANTONIO","LÓTICO","RÍO","2012-2023","8.83","Aceptable","60.98","Contaminada","38","Buena calidad","24196","Fuertemente contaminada","24196","Fuertemente contaminada","81.949999999999989","Excelente","1.93","Toxicidad moderada","2.21","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLCHI332","RIO LOS NOGALES 1","VI","RÍO BRAVO","CHIHUAHUA","CUAUHTÉMOC","LAGUNA DE BUSTILLOS","RIO LOS NOGALES","LÓTICO","RÍO","2012-2023","7.88","Aceptable","82.8","Contaminada","101.25","Aceptable","24196","Fuertemente contaminada","24196","Fuertemente contaminada","64.099999999999994","Buena calidad","2.04","Toxicidad moderada","17.39","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"DLCHI333","JUGOMEX, S.A. DE C.V. (AGUAS ARRIBA)","II","NOROESTE","CHIHUAHUA","GUERRERO","RÍO YAQUI 1","ARROYO EL ROSARIO","LÓTICO","DESCARGA","2012-2023","<3","Excelente","17.399999999999999","Buena calidad","<25","Excelente","3454.5","Contaminada","80.5","Contaminada","106.65","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"DLCHI334","JUGOMEX, S.A. DE C.V. (AGUAS ABAJO) II","II","NOROESTE","CHIHUAHUA","GUERRERO","RÍO YAQUI 1","ARROYO EL ROSARIO","LÓTICO","DESCARGA","2012-2023","<3","Excelente","20.305","Aceptable","<25","Excelente","715","Aceptable","103.5","Aceptable","115.1","Buena calidad","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCHI335","PAPIGOCHI","II","NOROESTE","CHIHUAHUA","GUERRERO","RÍO YAQUI 1","RIO PAPIGOCHI","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","417","Aceptable","31","Aceptable","102.65","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCHI336","JUGOMEX, S.A. DE C.V. (AGUAS ABAJO)","II","NOROESTE","CHIHUAHUA","GUERRERO","RÍO YAQUI 1","ARROYO EL ROSARIO","LÓTICO","DESCARGA","2012-2023","<3","Excelente","11.1","Buena calidad","<25","Excelente","480","Aceptable","41","Aceptable","107.6","Excelente","1.64","Toxicidad moderada","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCHI352","RIO CHUVISCAR 4","VI","RÍO BRAVO","CHIHUAHUA","CHIHUAHUA","RÍO CONCHOS 3","RIO CHUVISCAR","LÓTICO","RÍO","2012-2023","10.8","Aceptable","95.050000000000011","Contaminada","44","Buena calidad","8164","Contaminada","110","Contaminada","83.5","Excelente","2.2240000000000002","Toxicidad moderada","5.94","Toxicidad alta","Rojo","DQO,CF,TOX_L,","","","","","","","","","LOTICO"
"DLCHI353","PAPELERA DE CHIHUAHUA, S.A. DE C.V. (AGUAS ARRIBA)","VI","RÍO BRAVO","CHIHUAHUA","CHIHUAHUA","RÍO CONCHOS 3","AFLUENTE DE DESCARGA RIO CONCHOS Y CUERPO DE DESCARGA RIO CHUVISCAR","LÓTICO","RÍO","2012-2023","41.9","Contaminada","196.11500000000001","Contaminada","67.5","Buena calidad","24000","Fuertemente contaminada","280","Fuertemente contaminada","22.2","Contaminada","2.86","Toxicidad moderada","12.98","Toxicidad alta","Rojo","DBO,DQO,CF,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLCHI354","PAPELERA DE CHIHUAHUA, S.A. DE C.V. (AGUAS ABAJO)","VI","RÍO BRAVO","CHIHUAHUA","CHIHUAHUA","RÍO CONCHOS 3","AFLUENTE DE DESCARGA RIO CONCHOS Y CUERPO DE DESCARGA RIO CHUVISCAR","LÓTICO","RÍO","2012-2023","46.370000000000005","Contaminada","249.29","Fuertemente contaminada","71","Buena calidad","24000","Fuertemente contaminada","210","Fuertemente contaminada","30.299999999999997","Aceptable","6.01","Toxicidad alta","9.17","Toxicidad alta","Rojo","DBO,DQO,CF,TOX_L,","","","","","","","","","LOTICO"
"DLCHI359","RIO CHUVISCAR 2","VI","RÍO BRAVO","CHIHUAHUA","CHIHUAHUA","RÍO CONCHOS 3","RIO CHUVISCAR","LÓTICO","RÍO","2012-2023","5.9","Buena calidad","54.32","Contaminada","104","Aceptable","4300","Contaminada","14","Contaminada","45.85","Aceptable","<1","No Toxico","<1","No Toxico","Rojo","DQO,CF,","","","","","","","","","LOTICO"
"DLCHI360","RIO CHUVISCAR 5","VI","RÍO BRAVO","CHIHUAHUA","CHIHUAHUA","RÍO CONCHOS 3","RIO CHUVISCAR","LÓTICO","RÍO","2012-2023","9.0850000000000009","Aceptable","67.515000000000001","Contaminada","30","Buena calidad","24000","Fuertemente contaminada","150","Fuertemente contaminada","50.1","Buena calidad","3.7629999999999999","Toxicidad moderada","6.6769999999999996","Toxicidad alta","Rojo","DQO,CF,TOX_L,","","","","","","","","","LOTICO"
"DLCHI363","RIO CHUVISCAR 1","VI","RÍO BRAVO","CHIHUAHUA","ALDAMA","RÍO CONCHOS 3","RIO CHUVISCAR","LÓTICO","RÍO","2012-2023","<3","Excelente","21.54","Aceptable","<25","Excelente","1311.5","Contaminada","31","Contaminada","73.849999999999994","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"DLCHI377","CONCHOS-PRESA EL GRANERO O PRESA LUIS L. LEON","VI","RÍO BRAVO","CHIHUAHUA","ALDAMA","RÍO CONCHOS 4","RIO CONCHOS","LÓTICO","RÍO","2012-2023","<3","Excelente","17.965","Buena calidad","<25","Excelente","4","Excelente","<3","Excelente","84.925000000000011","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCHI381","RH24-8 BRAVO CONCHOS","VI","RÍO BRAVO","CHIHUAHUA","COYAME DEL SOTOL","RÍO CONCHOS 4","RIO SAN JUAN","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","19.14","Buena calidad","75","Buena calidad","459.5","Aceptable","20","Aceptable","93.6","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCHI382","RIO BRAVO 16","VI","RÍO BRAVO","CHIHUAHUA","OJINAGA","RÍO BRAVO 3","RIO BRAVO","LÓTICO","RÍO","2012-2023","<3","Excelente","30.520000000000003","Aceptable","153","Contaminada","205","Aceptable","84","Aceptable","60.849999999999994","Buena calidad","<1","No Toxico","3.01","Toxicidad moderada","Amarillo","SST,","","","","","","","","","LOTICO"
"DLCHI382M1","PUENTE OJINAGA","VI","RÍO BRAVO","CHIHUAHUA","OJINAGA","RÍO CONCHOS 4","RIO CONCHOS","LÓTICO","RÍO","2012-2023","<3","Excelente","22.414999999999999","Aceptable","50.864999999999995","Buena calidad","1174","Contaminada","66.5","Contaminada","97.2","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"DLCHI383","RIO BRAVO 17","VI","RÍO BRAVO","CHIHUAHUA","OJINAGA","RÍO BRAVO 3","RIO BRAVO","LÓTICO","RÍO","2012-2023","<3","Excelente","28.13","Aceptable","84","Aceptable","320","Aceptable","70","Aceptable","70.150000000000006","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCHI384","PUENTE PRESIDIO-OJINAGA","VI","RÍO BRAVO","CHIHUAHUA","OJINAGA","RÍO BRAVO 3","RIO BRAVO","LÓTICO","RÍO","2012-2023","<3","Excelente","27.13","Aceptable","137.94","Aceptable","292","Aceptable","23","Aceptable","80.400000000000006","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCHI385","RIO BRAVO 18","VI","RÍO BRAVO","CHIHUAHUA","OJINAGA","RÍO BRAVO 3","RIO BRAVO","LÓTICO","RÍO","2012-2023","<3","Excelente","23.28","Aceptable","116.2","Aceptable","430","Aceptable","21","Aceptable","79.599999999999994","Excelente","<1","No Toxico","3.57","Toxicidad moderada","Verde","","","","","","","","","","LOTICO"
"DLCHI388","RIO CASAS GRANDES 3","VI","RÍO BRAVO","CHIHUAHUA","ASCENSIÓN","RÍO CASAS GRANDES 1","RIO CASAS GRANDES","LÓTICO","RÍO","2012-2023","<3","Excelente","31.2","Aceptable","29.714300000000001","Buena calidad","1718","Contaminada","160","Contaminada","106.36500000000001","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"DLCHI391","OJO VARELEÑO","VI","RÍO BRAVO","CHIHUAHUA","CASAS GRANDES","RÍO CASAS GRANDES 1","MANANTIAL OJO VARELEÑO","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","2992.5","Contaminada","187","Contaminada","93.45","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"DLCHI396","OJO DE DOLORES","VI","RÍO BRAVO","CHIHUAHUA","JIMÉNEZ","RÍO FLORIDO 3","MANANTIAL OJO DE DOLORES","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","1275","Contaminada","146","Contaminada","72.75","Excelente","71.209999999999994","Toxicidad alta","<1","No Toxico","Rojo","CF,TOX_L,","","","","","","","","","LOTICO"
"DLCHI409","RIO FLORIDO","VI","RÍO BRAVO","CHIHUAHUA","ALLENDE","RÍO PARRAL","RIO FLORIDO","LÓTICO","ARROYO","2012-2023","<3","Excelente","28.61","Aceptable","<25","Excelente","1509","Contaminada","20","Contaminada","112","Buena calidad","<1","No Toxico","1.85","Toxicidad moderada","Amarillo","CF,","","","","","","","","","LOTICO"
"DLCHI411","PUENTE CD. CAMARGO","VI","RÍO BRAVO","CHIHUAHUA","CAMARGO","RÍO CONCHOS 2","RIO CONCHOS","LÓTICO","RÍO","2012-2023","4.8600000000000003","Buena calidad","72.094999999999999","Contaminada","31.43","Buena calidad","9562","Contaminada","207.5","Contaminada","103.6","Excelente","<1","No Toxico","<1","No Toxico","Rojo","DQO,CF,","","","","","","","","","LOTICO"
"DLCHI413","LA BOQUILLA (LA COLINA)","VI","RÍO BRAVO","CHIHUAHUA","SAN FRANCISCO DE CONCHOS","RÍO CONCHOS 2","RIO CONCHOS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","19.007200000000001","Buena calidad","<25","Excelente","909","Aceptable","20","Aceptable","98.1","Excelente","<1","No Toxico","2.2722000000000002","Toxicidad moderada","Verde","","","","","","","","","","LOTICO"
"DLCHI419","RH24-5 BRAVO CONCHOS","VI","RÍO BRAVO","CHIHUAHUA","ROSALES","RÍO SAN PEDRO","RIO SAN PEDRO","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","17.05","Buena calidad","<25","Excelente","1291","Contaminada","20","Contaminada","102.3","Excelente","<1","No Toxico","8.7200000000000006","Toxicidad alta","Rojo","CF,TOX_L,","","","","","","","","","LOTICO"
"DLCHI425","CANAL PRINCIPAL 32+221 DESCARGA AGUAS RESIDUALES","VI","RÍO BRAVO","CHIHUAHUA","ROSALES","RÍO CONCHOS 2","CANAL PRINCIPAL","LÓTICO","CANAL","2012-2023","<3","Excelente","20.009999999999998","Aceptable","<25","Excelente","858","Aceptable","30.5","Aceptable","101.55","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCHI427","RIO SAN PEDRO-PUENTE MEOQUI","VI","RÍO BRAVO","CHIHUAHUA","MEOQUI","RÍO CONCHOS 2","RIO SAN PEDRO","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","19.094999999999999","Buena calidad","<25","Excelente","6499","Contaminada","418","Contaminada","96.9","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"DLCHI428","PUENTE JULIMES","VI","RÍO BRAVO","CHIHUAHUA","JULIMES","RÍO CONCHOS 2","RIO CONCHOS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","14.59","Buena calidad","<25","Excelente","3165.5","Contaminada","73.5","Contaminada","102.35","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"DLCOA436","RIO SABINAS 6","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","JUÁREZ","RÍO SALADO","RIO SABINAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","90","Excelente","40","Excelente","100.5","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCOA438","HIDROMETRICA PROGRESO","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","PROGRESO","RÍO NADADORES","RIO SALADO","LÓTICO","RÍO","2012-2023","<3","Excelente","15","Buena calidad","<25","Excelente","930","Aceptable","341.5","Aceptable","98.5","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCOA439","RIO SABINAS 4","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","SABINAS","RÍO SALADO","RIO SABINAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","91.5","Excelente","40","Excelente","100.35","Excelente","1.47","Toxicidad moderada","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCOA441","PUENTE RIO SABINAS","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","SABINAS","RÍO SALADO","RIO SABINAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","230","Aceptable","190","Aceptable","104.35","Excelente","<1","No Toxico","1.4259999999999999","Toxicidad moderada","Verde","","","","","","","","","","LOTICO"
"DLCOA442","AGUAS ABAJO DE SABINAS","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","SABINAS","RÍO SABINAS","RIO SABINAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","230","Aceptable","90","Aceptable","100.30000000000001","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCOA444","AGUAS ABAJO DEL POBLADO NUEVA ROSITA","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","SAN JUAN DE SABINAS","RÍO SABINAS","RIO ALAMOS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","121.5","Buena calidad","90","Buena calidad","102","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCOA445","AGUAS ARRIBA DEL POBLADO NUEVA ROSITA","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","SAN JUAN DE SABINAS","RÍO SABINAS","RIO ALAMOS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","90","Excelente","40","Excelente","101.6","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCOA446","EN POBLADO DE SAN JUAN DE SABINAS","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","SAN JUAN DE SABINAS","RÍO SABINAS","RIO SABINAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","90","Excelente","90","Excelente","100.55","Excelente","<1","No Toxico","1.1399999999999999","Toxicidad baja","Verde","","","","","","","","","","LOTICO"
"DLCOA448","RIO SABINAS 3","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","SAN JUAN DE SABINAS","RÍO SABINAS","RIO SABINAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","190","Buena calidad","90","Buena calidad","100","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCOA449","RIO SABINAS 2","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","SABINAS","RÍO SABINAS","RIO SABINAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","230","Aceptable","150","Aceptable","99.9","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCOA450","ANTES DEL POBLADO MELCHOR OCAMPO (MUZQUIZ)","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","MÚZQUIZ","RÍO SABINAS","RIO SAN JUAN DE SABINAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","91.5","Excelente","63.5","Excelente","99.55","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCOA451","RIO SABINAS 1","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","MÚZQUIZ","RÍO SABINAS","RIO SABINAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","120","Buena calidad","90","Buena calidad","101","Excelente","1.28","Toxicidad baja","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"DLCOA459","MINSA, S.A. DE C.V. (AGUAS ARRIBA)","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","RAMOS ARIZPE","RÍO SALINAS","ARROYO LA ENCANTADA","LÓTICO","DESCARGA INDUSTRIAL","2012-2023","31.75","Contaminada","134.5","Contaminada","46","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","85.4","Excelente","2.9180000000000001","Toxicidad moderada","1.11482720178372","Toxicidad baja","Rojo","DBO,DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLCOA460","MINSA, S.A. DE C.V. (AGUAS ABAJO)","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","RAMOS ARIZPE","RÍO SALINAS","ARROYO LA ENCANTADA","LÓTICO","DESCARGA INDUSTRIAL","2012-2023","53.4","Contaminada","145.74","Contaminada","50","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","89.2","Excelente","2.15","Toxicidad moderada","6.8352699931647303","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"DLCOA461","FERSINSA GB, S.A. DE C.V. (DESCARGA)","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","RAMOS ARIZPE","RÍO SALINAS","AFLUENTE LA ENCANTADA","LÓTICO","DESCARGA INDUSTRIAL","2012-2023","31","Contaminada","111","Contaminada","32","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","89.4","Excelente","2.2400000000000002","Toxicidad moderada","3.738","Toxicidad moderada","Rojo","DBO,DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLCOA462","FERSINSA GB, S.A. DE C.V. (AGUAS ABAJO)","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","RAMOS ARIZPE","RÍO SALINAS","AFLUENTE ARROYO PATOS Y CUERPO RECEPTOR ARROYO LA ENCANTADA","LÓTICO","ARROYO","2012-2023","31","Contaminada","109","Contaminada","34.33","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","89.2","Excelente","2.54","Toxicidad moderada","2.2879999999999998","Toxicidad moderada","Rojo","DBO,DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLCOA464","GENERAL MOTORS DE MEXICO, S.A. DE C.V. (A) (AGUAS ARRIBA)","VI","RÍO BRAVO","COAHUILA DE ZARAGOZA","RAMOS ARIZPE","RÍO SALINAS","AFLUENTE LA ENCANTADA","LÓTICO","DESCARGA INDUSTRIAL","2012-2023","24.5","Aceptable","103.13","Contaminada","31.4","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","83.1","Excelente","2.7349999999999999","Toxicidad moderada","30.49","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
